artist,origin_country,genre
 AMANDA ,US,Rock
 The Black Eyed Peas Featuring Macy Gray ,Canada,R&B
  Koffee Brown,Canada,Hip-Hop
 Aaron Lewis Of Staind With Fred Durst,Australia,R&B
 project pat ,UK,Hip-Hop
 DAFT PUNK ,UK,Pop
modjo ,Canada,Pop
 JON B ,Canada,Country
 babyface  ,Australia,Hip-Hop
 joe featuring mystikal ,Australia,Pop
 OLIVIA,Canada,Pop
Aerosmith ,US,Hip-Hop
  K-CI & JOJO ,UK,Hip-Hop
The Corrs ,US,Pop
 TRICK DADDY FEATURING THE SNS EXPRESS ,UK,Pop
The Black Eyed Peas Featuring Macy Gray,Australia,Hip-Hop
 jay-z featuring r. kelly ,Australia,Country
daft punk,Canada,Pop
 Project Pat ,UK,Pop
 JON B,US,Hip-Hop
" JAY-Z, BEANIE SIGEL AND MEMPHIS BLEEK ",UK,Pop
  modjo  ,US,Rock
AARON CARTER ,UK,Country
 Case,Australia,Pop
 Nelly Featuring City Spud,UK,Rock
  joe featuring mystikal ,US,Pop
k-ci & jojo,UK,Rock
  SUNSHINE ANDERSON ,Australia,Hip-Hop
 qb finest featuring nas & bravehearts ,UK,Rock
 The Corrs,US,Pop
 MARK MCGUINN ,Australia,R&B
  Tim Rushlow,US,Rock
mystikal featuring nivea ,Canada,Country
 koffee brown ,US,Country
 the black eyed peas featuring macy gray ,Australia,Rock
  TRICK PONY,Canada,Pop
 Jay-Z Featuring R. Kelly ,Australia,Rock
 Lil Bow Wow Featuring Jagged Edge ,Australia,R&B
 Jon B  ,US,Hip-Hop
MODJO,US,Pop
 AARON CARTER ,UK,Pop
  Bilal,UK,R&B
 Leslie Carter,Australia,Rock
  SHAGGY FEATURING RAYVON ,Australia,Country
  crazy town ,UK,Rock
  Eden'S Crush ,US,Pop
 K-CI & JOJO ,Australia,Country
Ja Rule Featuring Lil' Mo & Vita ,UK,R&B
sunshine anderson  ,Canada,Rock
  s club 7,Australia,R&B
 3lw,Canada,R&B
  The Corrs ,UK,Hip-Hop
"SHAGGY FEAT. RICARDO ""RIKROK"" DUCENT",UK,R&B
 MYSTIKAL FEATURING NIVEA ,US,R&B
KOFFEE BROWN ,UK,Rock
  VERTICAL HORIZON  ,Canada,Hip-Hop
DAFT PUNK ,UK,R&B
  AARON LEWIS OF STAIND WITH FRED DURST ,US,Country
Lil Bow Wow Featuring Jagged Edge,Australia,Pop
 JAY-Z FEATURING R. KELLY ,UK,Rock
project pat,US,Rock
"  JAY-Z, BEANIE SIGEL AND MEMPHIS BLEEK",Australia,Rock
 98 Degrees ,US,R&B
 dave hollister ,Canada,R&B
 BILAL,UK,Country
 CASE  ,UK,Hip-Hop
 JOE FEATURING MYSTIKAL ,UK,Country
  JA RULE FEATURING LIL' MO & VITA ,Canada,Rock
  olivia,UK,Country
 eden's crush,Australia,R&B
 Moby Featuring Gwen Stefani ,Canada,Rock
 s club 7 ,UK,Country
 jessica andrews ,US,Pop
MYSTIKAL FEATURING NIVEA,Canada,R&B
  Mark Mcguinn  ,Canada,Pop
  Tim Rushlow  ,UK,Country
"SNOOP DOGG FEATURING MASTER P, NATE DOGG, BUTCH CASSIDY & THA EASTSIDAZ ",Canada,Rock
 The Black Eyed Peas Featuring Macy Gray,Australia,Country
 SARINA PARIS,Canada,R&B
VERTICAL HORIZON ,Canada,Hip-Hop
 daft punk ,US,Country
"  CHRISTINA AGUILERA, LIL' KIM, MYA & P!NK ",Australia,Hip-Hop
  aaron lewis of staind with fred durst ,Australia,Pop
 Jon B  ,UK,R&B
  LIL BOW WOW FEATURING JAGGED EDGE ,Canada,Rock
 LIL BOW WOW ,UK,Hip-Hop
"Jay-Z, Beanie Sigel And Memphis Bleek",Canada,Country
 PROJECT PAT ,UK,R&B
BILAL ,UK,Pop
 DAVE HOLLISTER ,Canada,Pop
98 degrees,Canada,Country
 Modjo ,Australia,Country
 CRAZY TOWN ,Australia,R&B
AEROSMITH,UK,Hip-Hop
Ricky Martin Duet With Christina Aguilera,US,R&B
  MOBY FEATURING GWEN STEFANI,US,Pop
"SHAGGY FEAT. RICARDO ""RIKROK"" DUCENT ",UK,Rock
 Sunshine Anderson ,Australia,Rock
  EVAN AND JARON ,Canada,Country
 CASE,Canada,Rock
 atc ,UK,R&B
 dream  ,Canada,Pop
 Koffee Brown ,Australia,Country
the black eyed peas featuring macy gray,Australia,R&B
 daft punk  ,Australia,Pop
Aaron Lewis Of Staind With Fred Durst ,UK,Pop
 R. Kelly Featuring Jay-Z,US,Rock
  sarina paris ,Canada,Hip-Hop
 Bilal ,UK,Rock
 MODJO ,UK,Rock
 Dave Hollister ,UK,Pop
 98 degrees,Australia,Hip-Hop
CARL THOMAS,Canada,Rock
 Crazy Town ,Australia,Pop
  JOE FEATURING MYSTIKAL ,UK,Country
  RICKY MARTIN DUET WITH CHRISTINA AGUILERA ,UK,Country
 MOBY FEATURING GWEN STEFANI ,US,Country
" shaggy feat. ricardo ""rikrok"" ducent ",Australia,Country
 evan and jaron,Australia,Hip-Hop
 3Lw ,Australia,Pop
JESSICA ANDREWS ,Canada,R&B
  Mystikal Featuring Nivea,US,Hip-Hop
 Lil Bow Wow ,UK,Country
VERTICAL HORIZON,US,R&B
 TIM RUSHLOW ,US,Hip-Hop
 jon b ,Australia,Hip-Hop
 Aaron Lewis Of Staind With Fred Durst ,Australia,Rock
 Daft Punk ,UK,Hip-Hop
R. KELLY FEATURING JAY-Z,US,Pop
TRICK DADDY FEATURING THE SNS EXPRESS ,US,Pop
 dave hollister  ,Canada,Rock
 Carl Thomas ,UK,Pop
98 degrees ,Canada,Hip-Hop
"jay-z, beanie sigel and memphis bleek",Australia,Hip-Hop
DAVID GRAY,UK,Country
  Philly'S Most Wanted ,UK,Country
shaggy featuring rayvon ,UK,Rock
 Joe Featuring Mystikal ,Australia,R&B
  JANET ,Australia,Pop
 Ja Rule Featuring Lil' Mo & Vita ,US,Country
K-Ci & Jojo ,Canada,Pop
" shaggy feat. ricardo ""rikrok"" ducent",Canada,Rock
 evan and jaron ,Australia,Rock
 LIL BOW WOW  ,US,Rock
 The Corrs ,Australia,R&B
  Case ,Australia,R&B
  Carl Thomas ,UK,Rock
 MARK MCGUINN ,Australia,Rock
 SADE,UK,Rock
 project pat ,UK,Rock
 BILAL ,Australia,Hip-Hop
Philly'S Most Wanted,UK,Pop
  DIDO ,UK,Country
 evan and jaron  ,Canada,Rock
 QB FINEST FEATURING NAS & BRAVEHEARTS  ,Australia,Rock
  aaron lewis of staind with fred durst ,Canada,Hip-Hop
 daft punk ,Canada,Pop
avant featuring keke wyatt,US,Hip-Hop
bilal ,US,Hip-Hop
 DAVE HOLLISTER,UK,R&B
 carl thomas ,US,Pop
 OLIVIA ,UK,Pop
philly's most wanted,US,Pop
ICONZ FEATURING TONY MANSHINO,UK,Rock
EVAN AND JARON,UK,Country
  Aerosmith ,UK,Rock
 Jessica Andrews,Canada,R&B
  Nelly Featuring City Spud  ,US,Rock
 the corrs  ,Canada,R&B
s club 7 ,UK,Pop
  Incubus  ,UK,R&B
DAVE HOLLISTER  ,UK,Pop
 AVANT FEATURING KEKE WYATT ,Canada,Rock
98 DEGREES ,Canada,R&B
 DAVID GRAY ,US,Rock
" jay-z, beanie sigel and memphis bleek ",US,R&B
 MODJO ,US,Country
 cash money millionaires ,UK,Country
 MEMPHIS BLEEK FEATURING JAY-Z & MISSY ELLIOTT ,US,Pop
 MIKAILA ,Canada,R&B
PROJECT PAT  ,Australia,Pop
 mos def & pharoahe monch featuring nate dogg  ,UK,Hip-Hop
 philly's most wanted ,US,Rock
 mr. c the slide man ,US,Country
"SHAGGY FEAT. RICARDO ""RIKROK"" DUCENT  ",UK,Rock
  dream ,US,Rock
 evan and jaron ,Canada,Country
 AEROSMITH ,UK,Rock
  Mystikal Featuring Nivea ,Canada,Hip-Hop
atc ,Canada,R&B
Koffee Brown ,UK,R&B
 DAVE HOLLISTER ,Canada,Country
jon b ,Canada,Rock
  carl thomas ,Australia,R&B
 98 Degrees  ,Australia,Country
 CASH MONEY MILLIONAIRES,UK,Rock
DAFT PUNK ,UK,Hip-Hop
Mikaila,Canada,Country
memphis bleek featuring jay-z & missy elliott ,Australia,Hip-Hop
 Sarina Paris ,US,R&B
 mr. c the slide man  ,UK,Hip-Hop
 ICONZ FEATURING TONY MANSHINO ,UK,Rock
 mos def & pharoahe monch featuring nate dogg ,Australia,R&B
xzibit ,Canada,Pop
"  Shaggy Feat. Ricardo ""Rikrok"" Ducent  ",US,Rock
 Crazy Town  ,US,R&B
 K-Ci & Jojo,UK,Pop
  ATC  ,Canada,R&B
  O-Town ,UK,Country
 jessica andrews,Canada,Hip-Hop
Dave Hollister ,Australia,Pop
Koffee Brown ,Australia,Rock
 the corrs ,UK,Rock
 98 degrees ,UK,Pop
 david gray ,Australia,Rock
  CASH MONEY MILLIONAIRES ,Canada,R&B
Memphis Bleek Featuring Jay-Z & Missy Elliott,UK,R&B
Mikaila,US,Country
 XZIBIT,Canada,Hip-Hop
Mos Def & Pharoahe Monch Featuring Nate Dogg,Canada,Pop
 Baha Men With Imani Coppola ,UK,Hip-Hop
"SHAGGY FEAT. RICARDO ""RIKROK"" DUCENT ",Australia,Pop
 shaggy featuring rayvon  ,Canada,R&B
  ricky martin duet with christina aguilera,Canada,Rock
 mystikal featuring nivea,Canada,R&B
 moby featuring gwen stefani  ,UK,Rock
3Lw ,US,Rock
  Koffee Brown  ,Canada,Rock
 david gray  ,US,Hip-Hop
 carl thomas ,Canada,Pop
MEMPHIS BLEEK FEATURING JAY-Z & MISSY ELLIOTT,Canada,Rock
  JON B ,UK,Rock
Cash Money Millionaires ,Australia,Country
mr. c the slide man ,UK,R&B
Xzibit ,Canada,Hip-Hop
Baha Men With Imani Coppola,Canada,Country
"  JAY-Z, BEANIE SIGEL AND MEMPHIS BLEEK",US,Country
  Iconz Featuring Tony Manshino  ,US,R&B
Evan And Jaron  ,UK,Hip-Hop
 CRAZY TOWN,Canada,R&B
 Debelah Morgan,Canada,Rock
  mikaila ,Canada,Hip-Hop
carl thomas ,US,Hip-Hop
  Cash Money Millionaires ,Australia,Country
  memphis bleek featuring jay-z & missy elliott ,US,Country
  MR. C THE SLIDE MAN  ,US,Hip-Hop
 sade  ,Australia,Country
Modjo ,Canada,Country
 XZIBIT ,Canada,R&B
Public Announcement,US,Hip-Hop
  limp bizkit  ,Australia,Hip-Hop
 Baha Men With Imani Coppola ,Canada,Hip-Hop
  WYCLEF JEAN FEATURING MARY J. BLIGE ,US,R&B
EMINEM FEATURING DIDO,Australia,Rock
"  SHAGGY FEAT. RICARDO ""RIKROK"" DUCENT ",UK,R&B
  Mystikal Featuring Nivea ,Canada,R&B
Debelah Morgan,Canada,Rock
 ricky martin duet with christina aguilera ,UK,Rock
98 Degrees,Australia,Pop
  AVANT FEATURING KEKE WYATT  ,UK,Hip-Hop
  bbmak ,Canada,Rock
 david gray  ,US,Hip-Hop
mikaila  ,US,Country
 CASH MONEY MILLIONAIRES ,US,Rock
 MEMPHIS BLEEK FEATURING JAY-Z & MISSY ELLIOTT  ,US,Country
  PUBLIC ANNOUNCEMENT ,US,Hip-Hop
mr. c the slide man ,UK,R&B
 SADE  ,UK,R&B
  wyclef jean featuring mary j. blige,US,Rock
 modjo ,Australia,Rock
MOS DEF & PHAROAHE MONCH FEATURING NATE DOGG ,Australia,Hip-Hop
 bilal,Australia,Pop
The Clark Family Experience,US,Country
Kelly Price,Australia,R&B
eminem featuring dido ,UK,Hip-Hop
 billy gilman,US,Rock
 Lil' Kim Featuring Sisqo  ,US,Country
baha men with imani coppola ,UK,Hip-Hop
JOE FEATURING MYSTIKAL ,UK,Rock
 JA RULE FEATURING LIL' MO & VITA,Australia,Country
 Evan And Jaron ,UK,Hip-Hop
mystikal featuring nivea ,US,Rock
 Shaggy Featuring Rayvon ,Australia,Country
debelah morgan,Canada,Hip-Hop
  fuel,US,R&B
  avant featuring keke wyatt  ,Canada,Pop
 carl thomas ,US,R&B
 ja rule featuring christina milian,US,R&B
David Gray ,Australia,R&B
 Cash Money Millionaires  ,US,Pop
XZIBIT,UK,Country
wyclef jean featuring mary j. blige ,Canada,Rock
The Clark Family Experience,Australia,Pop
 MARC ANTHONY,Australia,Country
 MOS DEF & PHAROAHE MONCH FEATURING NATE DOGG ,UK,Hip-Hop
  kelly price ,US,Pop
 billy gilman ,Canada,Pop
Beenie Man Featuring Mya,UK,Country
 bilal  ,Australia,Hip-Hop
PROFYLE  ,US,Pop
 VITAMIN C ,Australia,Pop
 debelah morgan,US,Country
  Mystikal Featuring Nivea,Australia,R&B
avant featuring keke wyatt ,UK,Hip-Hop
 Moby Featuring Gwen Stefani ,Australia,Hip-Hop
  JA RULE FEATURING CHRISTINA MILIAN  ,Canada,Country
 Carl Thomas,UK,R&B
CASH MONEY MILLIONAIRES ,Canada,R&B
public announcement  ,UK,R&B
 Memphis Bleek Featuring Jay-Z & Missy Elliott ,US,R&B
Eminem Featuring Dido ,Australia,Pop
  xzibit ,Canada,Pop
THE CLARK FAMILY EXPERIENCE  ,US,Hip-Hop
 MOS DEF & PHAROAHE MONCH FEATURING NATE DOGG  ,UK,Hip-Hop
 beenie man featuring mya ,Canada,Rock
 KELLY PRICE ,Australia,Country
 Mr. C The Slide Man ,US,Country
VINCE GILL  ,US,R&B
 PROFYLE ,UK,Pop
 VITAMIN C  ,Canada,Rock
 Lil' Kim Featuring Sisqo ,US,Pop
Boyz Ii Men,UK,Pop
 billy gilman ,US,Rock
a*teens ,US,R&B
 SAMANTHA MUMBA,Australia,Hip-Hop
MYSTIKAL FEATURING NIVEA ,UK,R&B
 LUDACRIS FEATURING SHAWNNA,Canada,Pop
 Ja Rule Featuring Christina Milian ,US,Hip-Hop
Avant Featuring Keke Wyatt,Australia,R&B
  k-ci & jojo ,UK,Pop
kandi  ,US,Country
 vertical horizon ,US,Hip-Hop
  jo dee messina,Canada,Hip-Hop
wyclef jean featuring mary j. blige  ,UK,Hip-Hop
 EMINEM FEATURING DIDO ,US,R&B
 Memphis Bleek Featuring Jay-Z & Missy Elliott ,US,Pop
JOHN MICHAEL MONTGOMERY ,Australia,R&B
 VITAMIN C,US,Rock
PROFYLE,UK,Country
 Beenie Man Featuring Mya ,Australia,Rock
 kelly price ,US,R&B
Billy Gilman  ,Australia,Country
  vince gill,US,Rock
BOYZ II MEN,UK,Country
a*teens ,US,R&B
MARC ANTHONY ,Australia,Pop
MR. C THE SLIDE MAN,Canada,Hip-Hop
 Lil Bow Wow Featuring Xscape,Australia,Country
 DREAM,UK,Country
 debelah morgan ,Canada,Pop
mikaila  ,US,R&B
 Ja Rule Featuring Christina Milian ,US,Country
 Kandi,US,Country
 3LW ,Australia,Hip-Hop
Newsong,Canada,Hip-Hop
98 DEGREES ,Canada,Pop
  CASH MONEY MILLIONAIRES  ,Australia,Pop
Carl Thomas,Australia,Pop
  Ricky Martin  ,UK,Rock
 vitamin c ,Australia,Hip-Hop
 WYCLEF JEAN FEATURING MARY J. BLIGE,US,Country
 BILLY GILMAN,Australia,Country
  xzibit,US,Rock
  BOYZ II MEN,US,Hip-Hop
profyle,UK,R&B
  yolanda adams,Australia,R&B
 Kelly Price,Australia,Rock
A*TEENS ,Australia,Hip-Hop
  mr. c the slide man  ,Australia,Pop
  Sunday,Australia,Pop
DE LA SOUL FEATURING CHAKA KHAN,Canada,Hip-Hop
 debelah morgan ,Australia,Country
  SAMANTHA MUMBA ,Australia,Country
ja rule featuring christina milian,US,Country
 barenaked ladies ,UK,Hip-Hop
 Evan And Jaron,UK,Hip-Hop
 Avant Featuring Keke Wyatt ,UK,Rock
Kandi,US,R&B
 VERTICAL HORIZON,UK,Pop
Public Announcement ,Canada,Pop
WYCLEF JEAN FEATURING MARY J. BLIGE,Australia,Pop
  dave hollister,Canada,Hip-Hop
 EMINEM FEATURING DIDO,Australia,Rock
Erykah Badu,Canada,R&B
 newsong,Canada,R&B
BBMAK,Australia,R&B
 Memphis Bleek Featuring Jay-Z & Missy Elliott,UK,Country
 Kelly Price ,Canada,Hip-Hop
  PROFYLE ,US,R&B
  Yolanda Adams  ,UK,Country
 xzibit ,UK,Hip-Hop
The Clark Family Experience,Canada,Country
  marc anthony,Canada,Pop
 98 DEGREES ,Canada,Pop
DE LA SOUL FEATURING CHAKA KHAN ,Canada,R&B
 VINCE GILL ,Canada,R&B
  NINE DAYS ,Canada,Rock
debelah morgan ,UK,Hip-Hop
ricky martin ,Australia,Rock
  kandi ,UK,Rock
Lil Bow Wow ,Australia,Rock
 VITAMIN C,Canada,Hip-Hop
  eminem featuring dido  ,UK,Pop
Cash Money Millionaires ,Canada,Country
 DAVID GRAY ,Canada,Hip-Hop
  PROFYLE  ,US,R&B
 Kelly Price  ,UK,Country
  yolanda adams ,Canada,Hip-Hop
 BEENIE MAN FEATURING MYA,Australia,Rock
  The Clark Family Experience,Canada,Rock
 marc anthony ,US,Country
 Vince Gill ,UK,Country
  98 Degrees ,UK,R&B
Nine Days,Canada,Pop
Mos Def & Pharoahe Monch Featuring Nate Dogg ,UK,Pop
  CHANTE MOORE  ,US,Pop
  LIL BOW WOW FEATURING XSCAPE  ,Australia,Hip-Hop
 FUNKMASTER FLEX FEATURING DMX ,US,Pop
 debelah morgan  ,US,Hip-Hop
 ja rule featuring christina milian  ,Canada,R&B
  kandi,Canada,Country
erykah badu ,Australia,R&B
 mystikal ,US,Hip-Hop
 wyclef jean featuring mary j. blige ,US,Rock
 sisqo  ,Australia,Hip-Hop
Souldecision Featuring Thrust,UK,Pop
  eminem featuring dido ,Australia,Hip-Hop
MIKAILA ,UK,Country
yolanda adams  ,UK,Country
Vince Gill,US,Pop
  Nine Days  ,Australia,Pop
  Bon Jovi ,UK,Hip-Hop
 lil bow wow featuring xscape,UK,Rock
Patty Loveless  ,US,Rock
 cam'ron,Australia,Hip-Hop
 billy ray cyrus ,UK,Rock
  CHANTE MOORE,US,Hip-Hop
 TONI BRAXTON,Canada,Rock
  shyne featuring barrington levy,Canada,Pop
 Dream  ,US,Pop
 kandi ,Australia,Hip-Hop
 EVAN AND JARON ,Australia,Pop
 Souldecision Featuring Thrust,Canada,Hip-Hop
 Vitamin C ,US,Country
Eminem Featuring Dido ,Canada,Country
Mikaila,Canada,Rock
 Vince Gill ,Canada,Rock
BEENIE MAN FEATURING MYA  ,Canada,Country
  98 DEGREES,Canada,R&B
 Yolanda Adams ,Canada,Hip-Hop
kelly price ,Canada,Rock
 LIMP BIZKIT ,Australia,Pop
 NINE DAYS,US,R&B
 k-ci & jojo ,UK,Pop
DAVID GRAY ,US,Pop
 lil' kim featuring sisqo ,UK,Hip-Hop
Lil Bow Wow Featuring Xscape ,US,Country
 CHANTE MOORE,US,Rock
 patty loveless ,Australia,Rock
dave hollister,Australia,Pop
 Billy Gilman ,UK,Pop
 Toni Braxton ,UK,R&B
Funkmaster Flex Featuring Dmx  ,Australia,R&B
THE CLARK FAMILY EXPERIENCE  ,Australia,Rock
 cam'ron ,UK,Rock
 CHANGING FACES ,Canada,Country
 TONI BRAXTON ,Canada,Rock
 COMMON  ,Canada,R&B
 damizza presents shade sheist featuring nate dogg & kurupt ,Australia,Pop
samantha mumba ,UK,Pop
 RICKY MARTIN ,UK,Country
KANDI,Canada,Rock
  avant featuring keke wyatt ,US,Country
PROFYLE ,Australia,Country
 john michael montgomery ,US,Hip-Hop
 eminem featuring dido,Canada,R&B
Vince Gill ,US,Rock
Beenie Man Featuring Mya ,Australia,Hip-Hop
 yolanda adams ,Canada,Hip-Hop
 carl thomas ,UK,R&B
 KELLY PRICE ,Canada,Country
Nine Days ,Canada,Pop
lil bow wow featuring xscape  ,Australia,R&B
 David Gray ,US,Country
  Lil' Kim Featuring Sisqo,Australia,Country
 Billy Ray Cyrus ,US,Country
Chante Moore ,US,Country
BAHA MEN ,Canada,Country
CHANGING FACES ,Canada,R&B
 cam'ron ,UK,Hip-Hop
 SHYNE FEATURING BARRINGTON LEVY ,Canada,Pop
 TONI BRAXTON ,Canada,Rock
 billy gilman ,Canada,Pop
 funkmaster flex featuring dmx ,Australia,Country
  common ,Australia,R&B
The Wallflowers,Canada,Hip-Hop
 Toni Braxton  ,Australia,R&B
damizza presents shade sheist featuring nate dogg & kurupt,Australia,Pop
  AARON CARTER  ,Canada,Hip-Hop
 RICKY MARTIN,US,Hip-Hop
 Sisqo  ,US,Pop
VERTICAL HORIZON ,Australia,Country
Souldecision Featuring Thrust ,Canada,Hip-Hop
Avant Featuring Keke Wyatt  ,Canada,Rock
  Everclear ,Australia,Pop
 toni braxton,US,Country
 bbmak ,Canada,Hip-Hop
LIL BOW WOW FEATURING XSCAPE,Canada,R&B
beenie man featuring mya  ,Canada,Pop
yolanda adams ,UK,Hip-Hop
 3lw  ,Australia,Country
 PATTY LOVELESS ,Canada,Country
 Changing Faces  ,UK,Pop
Carl Thomas ,UK,Hip-Hop
Baha Men ,Canada,Pop
 LIL' KIM FEATURING SISQO ,Canada,Pop
 TONI BRAXTON ,Australia,Country
 CHANTE MOORE  ,US,Pop
 The Clark Family Experience  ,UK,Pop
 Cam'Ron,US,Pop
  THE WALLFLOWERS ,US,R&B
 billy gilman,Australia,Pop
 AARON CARTER ,Canada,Rock
 common ,Australia,Country
 sister hazel ,US,Rock
  DAMIZZA PRESENTS SHADE SHEIST FEATURING NATE DOGG & KURUPT  ,US,R&B
 Ja Rule Featuring Christina Milian ,Canada,Country
 sisqo ,Australia,Pop
 profyle ,Canada,Country
Souldecision Featuring Thrust ,Canada,Pop
EVERCLEAR,UK,Pop
TONI BRAXTON ,US,Rock
  VINCE GILL  ,Canada,Rock
yolanda adams ,Australia,Country
 Beenie Man Featuring Mya  ,US,Rock
  Baha Men,UK,R&B
 Changing Faces ,US,Country
 shyne featuring barrington levy ,US,Rock
toni braxton,US,Rock
 THE WALLFLOWERS  ,Canada,Pop
 the clark family experience  ,UK,Hip-Hop
Common,UK,Hip-Hop
 Chante Moore,UK,Rock
 Funkmaster Flex Featuring Dmx ,UK,Hip-Hop
 Third Eye Blind,UK,Rock
 JAY-Z FEATURING MEMPHIS BLEEK & AMIL ,UK,Pop
 Madison Avenue,US,Pop
 MASTER P  ,US,Pop
  Ja Rule Featuring Christina Milian  ,UK,Country
 SISQO ,Canada,Pop
  Vertical Horizon ,Canada,Hip-Hop
  Kandi,Canada,Hip-Hop
  Bbmak,UK,Hip-Hop
 changing faces ,Canada,R&B
 PATTY LOVELESS,UK,Country
 the wallflowers ,US,Rock
 SHYNE FEATURING BARRINGTON LEVY,US,Hip-Hop
 Billy Ray Cyrus  ,US,R&B
  AARON CARTER,Australia,Hip-Hop
 CAM'RON ,Canada,Hip-Hop
JAY-Z FEATURING MEMPHIS BLEEK & AMIL,US,R&B
 madison avenue ,US,Rock
 Faith Hill With Tim Mcgraw  ,US,Rock
 THIRD EYE BLIND  ,Australia,Country
 Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt ,US,Rock
  Chante Moore ,UK,Rock
 SISTER HAZEL,Australia,Hip-Hop
dmx featuring sisqo,Canada,Rock
 SISQO,Australia,Rock
 RUFF ENDZ ,Australia,Rock
 EVERCLEAR ,UK,Pop
 LIL BOW WOW FEATURING XSCAPE ,US,Pop
  STING FEATURING CHEB MAMI,Canada,Rock
  EVAN AND JARON ,US,Country
 Yolanda Adams ,US,Pop
 Shyne Featuring Barrington Levy,US,Rock
changing faces ,US,R&B
 Billy Ray Cyrus  ,Canada,R&B
don henley ,Canada,Pop
 Faith Hill With Tim Mcgraw ,Canada,Pop
  CAM'RON  ,Australia,Rock
jay-z featuring memphis bleek & amil ,Canada,R&B
  Third Eye Blind ,UK,Hip-Hop
  DMX FEATURING SISQO  ,US,Pop
 sisqo ,US,Rock
  PROFYLE,US,Rock
Everclear,Canada,Rock
JA RULE FEATURING CHRISTINA MILIAN ,US,Country
  SOULDECISION FEATURING THRUST,Australia,Hip-Hop
 NINE DAYS  ,UK,Hip-Hop
Sting Featuring Cheb Mami ,US,Rock
 baha men ,UK,Hip-Hop
 VINCE GILL ,US,Country
aaron carter,Australia,Rock
 Shyne Featuring Barrington Levy,Australia,Rock
  wyclef jean featuring mary j. blige ,US,R&B
 changing faces ,Australia,Rock
 FAITH HILL WITH TIM MCGRAW  ,US,Country
 common  ,Canada,Rock
 BEENIE MAN FEATURING MYA,Australia,Country
 DON HENLEY  ,Australia,Hip-Hop
 dmx featuring sisqo ,Canada,Rock
  third eye blind ,Australia,Country
 jay-z featuring memphis bleek & amil ,Australia,Rock
  joe diffie,US,Pop
 Madison Avenue,Australia,R&B
 whitney houston & enrique iglesias  ,Canada,R&B
 fragma ,Australia,Country
 Sisqo ,Australia,Hip-Hop
Everclear ,Australia,Pop
 Ruff Endz  ,US,R&B
 Ja Rule Featuring Christina Milian ,Australia,Country
 Souldecision Featuring Thrust ,Canada,Pop
 Baha Men ,US,Hip-Hop
 Sting Featuring Cheb Mami ,Canada,Pop
  aaron carter  ,Australia,Hip-Hop
  faith hill with tim mcgraw,Canada,Hip-Hop
  vince gill ,UK,Pop
wyclef jean featuring mary j. blige ,US,R&B
Jay-Z Featuring Memphis Bleek & Amil,UK,Pop
 Don Henley ,Australia,Pop
Billy Ray Cyrus ,Canada,R&B
 joe diffie  ,Australia,Hip-Hop
  Sister Hazel  ,US,Pop
 Cam'Ron,Canada,Country
  Lil' Zane Featuring 112 ,Canada,Hip-Hop
 Billy Gilman  ,Canada,Country
 SISQO,UK,Rock
ja rule featuring christina milian ,Australia,Country
  Next ,US,Country
STING FEATURING CHEB MAMI ,US,Rock
 Yolanda Adams,Australia,Hip-Hop
  changing faces ,UK,Rock
shyne featuring barrington levy  ,US,Rock
da brat featuring tyrese ,US,Pop
third eye blind,US,Hip-Hop
  jay-z featuring memphis bleek & amil,Australia,R&B
 Aaron Carter,UK,R&B
lil' zane featuring 112,US,Pop
JOE DIFFIE ,UK,Hip-Hop
 SISTER HAZEL ,US,R&B
  BILLY RAY CYRUS  ,Canada,Pop
  madison avenue ,Australia,Country
 CAM'RON,US,Rock
 BILLY GILMAN  ,Australia,Hip-Hop
 Whitney Houston & Enrique Iglesias  ,UK,Rock
 everclear,Australia,Rock
TONI BRAXTON ,US,Hip-Hop
Next,UK,Country
 FAITH HILL WITH TIM MCGRAW ,Canada,R&B
 dr. dre featuring snoop dogg,US,Country
 VINCE GILL  ,US,R&B
 lil' zane featuring 112  ,UK,Hip-Hop
da brat featuring tyrese,UK,Pop
 Third Eye Blind ,Australia,R&B
 IDEAL FEATURING LIL' MO ,Canada,Hip-Hop
Kelly Price ,Australia,Country
Madison Avenue ,US,Pop
  mandy moore,Australia,R&B
 Nine Days  ,Australia,Country
lil bow wow featuring xscape ,Canada,Hip-Hop
 Next,US,Pop
PROFYLE ,Australia,Rock
STING FEATURING CHEB MAMI,US,R&B
 son by four,Canada,Country
  Dr. Dre Featuring Snoop Dogg,Australia,Pop
Dmx Featuring Sisqo  ,Australia,R&B
Faith Hill With Tim Mcgraw ,Australia,Country
jay-z featuring memphis bleek & amil ,US,R&B
 CHANGING FACES ,Australia,Country
 don henley,Australia,Country
 sister hazel  ,UK,R&B
  Madison Avenue ,UK,R&B
patty loveless ,US,Rock
  whitney houston & enrique iglesias ,Australia,Pop
  LARA FABIAN ,US,Country
  Stone Temple Pilots  ,UK,Pop
trina,UK,Country
NEXT,Australia,Rock
  souldecision featuring thrust,UK,R&B
 SON BY FOUR ,Australia,Pop
 SHEDAISY,US,Country
lil' zane featuring 112,Australia,Rock
dmx featuring sisqo,Canada,Pop
DR. DRE FEATURING SNOOP DOGG,UK,Country
  baha men ,Australia,Hip-Hop
 faith hill with tim mcgraw ,Australia,Country
da brat featuring tyrese,UK,Country
third eye blind ,UK,Rock
